MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,cas
4.346851851851852,0.9774074074074075,4.346851851851852,0.9774074074074075,0.4969799703454515,180.20999999999998,172.14599999999996,180.068748256,66,0,0.09640125550671767,-0.25396035503188663,0.25396035503188663,0.09640125550671767,0.6428571428571429,1.1428571428571428,1.6428571428571428,2.610318687415942,547.2925174892929,9.38046888862398,7.513229344516924,7.513229344516924,6.949489742783178,4.5349785800402,4.5349785800402,3.215805330896468,3.215805330896468,2.3445970404851786,2.3445970404851786,1.6797402621435706,1.6797402621435706,-1.96,3408.8077627956786,7.444412301848199,2.7710289600439837,0.9729204896447569,81.23402814486039,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,12.13273413692322,23.166135572155746,11.033401435232523,0.0,21.805849864162113,0.0,9.967957041894417,0.0,0.0,0.0,48.791889553995816,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,48.791889553995816,0.0,21.805849864162113,0.0,25.78,0.0,0.0,0.0,0.0,0.0,21.805849864162113,0.0,12.393687143226153,12.13273413692322,34.23342531574086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,0.0,14,0,2,0,0,0,1,2,3,2,0,2,0,0,0,0,3,2.7830000000000004,57.044000000000025,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66-71-7
6.204639707734945,0.1500771604938278,6.204639707734945,0.1500771604938278,0.2929139628860271,374.8650000000001,372.84900000000005,371.82368076399996,98,0,0.15664339889864165,-0.4543150023545567,0.4543150023545567,0.15664339889864165,0.6842105263157895,1.263157894736842,1.9473684210526316,2.6263703863675003,835.6989004553219,13.894823035455904,8.830735666898477,13.366309343009206,8.913591357920934,4.946842247870796,7.214629085926161,3.8245914645025265,6.150849610020649,2.727871788027849,5.234736450608781,1.8662845674304431,3.159297891676708,-0.020000000000000184,24839.092470881395,13.940059105726002,4.766106654123768,1.9944481487266912,137.40865880833422,4.417150937053347,10.605653455383568,5.583020141642242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,6.06636706846161,11.452591282926406,30.499390783171428,4.417150937053347,91.54412805360916,0.0,0.0,0.0,0.0,0.0,42.26853401937118,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,0.0,0.0,0.0,16.54988507397657,30.13579988244796,21.938488712214077,0.0,13.14,0.0,0.0,0.0,20.090533254965305,31.98375533969673,0.0,0.0,12.13273413692322,0.0,0.0,74.02279027844844,0.0,36.303730473670946,0.0,0.0,0.0,0.0,0.0,0.0,5.633132716049382,6.896470143613005,0.0,19,0,1,0,0,0,2,1,3,1,0,7,0,0,0,0,3,7.506399999999999,83.77999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70648-26-9
2.332777777777778,1.3010547891996307,2.332777777777778,1.3010547891996307,0.23019675559525438,278.354,264.24199999999996,278.109550448,102,0,-0.009901822245367514,-0.061628992689790385,0.061628992689790385,0.009901822245367514,0.3181818181818182,0.7272727272727273,1.2272727272727273,2.0194254860819045,1070.7978172121288,14.518297090128677,12.082903768654765,12.082903768654765,10.89897948556636,7.630768281804422,7.630768281804422,5.86787657027282,5.86787657027282,4.6085107765482585,4.6085107765482585,3.509828585346656,3.509828585346656,-2.8599999999999985,288081.75404051633,11.762233311345993,4.315741298567014,1.5811562104574888,128.15806124643782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.79640482153933,55.22252785264158,0.0,0.0,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,84.92913895846256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.92913895846256,0.0,43.089793715718365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.089793715718365,0.0,0.0,84.92913895846256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33333333333335,0.0,22,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,6.299400000000003,96.46600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53-70-3
11.001570752776319,-1.4919727967071943,11.001570752776319,0.0,0.13417687952101087,628.7980000000001,608.6380000000005,627.9666215599999,182,0,1.0,-0.5482113502344836,1.0,0.5482113502344836,0.5263157894736842,0.7894736842105263,1.0526315789473684,-3.062498466344539e-06,931.1973017907864,25.08721119088102,21.838352936274838,34.33077543874546,16.167611553344425,9.899630481828597,9.899630481828597,6.832531344238951,6.832531344238951,4.290191022886184,4.290191022886184,3.0600186066945496,3.0600186066945496,2.0654545454545445,18839345.48351461,44.5058579289936,24.50128233142736,17.246907092346554,389.39795845935686,58.87780368495116,24.712787595593646,0.0,0.0,0.0,205.53813962514653,0.0,0.0,0.0,0.0,24.26546827384644,24.26546827384644,0.0,61.43101932482481,254.61612384839674,35.25199370117452,0.0,0.0,0.0,0.0,49.19260901437709,48.53093654769288,0.0,11.49902366656781,245.2377945738104,11.374772549367124,11.49902366656781,0.0,63.270010704483525,19.178148736287287,0.0,0.0,48.53093654769288,0.0,0.0,0.0,185.45999999999998,50.056246775457694,39.60425831565011,0.0,241.62569977010736,0.0,9.799819461700956,24.26546827384644,24.26546827384644,0.0,0.0,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.33333333333336,0.2727272727272727,38,0,12,0,0,0,2,0,2,12,0,16,15,0,0,0,2,-16.227199999999982,108.32800000000007,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85233-19-8
10.561574074074073,-5.202106481481482,10.561574074074073,0.0,0.3097857045939656,314.20400000000006,310.172,313.91429764799994,90,0,1.0,-0.7440335778001166,1.0,0.7440335778001166,0.8888888888888888,1.3333333333333333,1.6666666666666667,0,635.7961861504417,12.723614639131599,9.315114053090072,14.948107214945527,7.031710636090996,3.5101624243430716,6.326659005270798,2.6973903310279455,5.42511783837415,1.5863566479649482,3.249284607876155,0.9034752707798162,2.1089077124457516,0.6400000000000006,1652.675240808347,20.94770386464497,6.882350458566675,4.96227458568709,147.10394188939418,19.318554537062138,25.131737193584883,11.49902366656781,0.0,0.0,59.11457206521587,0.0,16.835593968657875,0.0,0.0,0.0,6.06636706846161,6.06636706846161,4.895483475517775,95.26872057093587,20.236253718067108,0.0,0.0,0.0,9.79096695103555,0.0,12.13273413692322,0.0,11.49902366656781,59.11457206521587,0.0,11.49902366656781,0.0,36.154148505720016,20.236253718067108,0.0,0.0,21.92370108795877,0.0,0.0,0.0,154.85999999999999,41.52624433567046,25.9410937160386,0.0,65.18093913367748,6.06636706846161,0.0,0.0,0.0,0.0,0.0,10.213054789681411,0.0,-10.251412037037037,0.0,0.0,0.0,0.0,0.0,0.0,63.27594671201814,13.475465325018899,0.0,18,2,8,0,0,0,1,0,1,8,2,12,2,0,0,0,1,-7.085999999999996,45.698000000000015,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149-45-1
2.6805555555555554,1.8194444444444444,2.6805555555555554,1.8194444444444444,0.39248056715019347,60.10000000000001,52.036,60.06874825599999,26,0,-0.001496934036691334,-0.261210396932581,0.261210396932581,0.001496934036691334,1.0,1.25,1.25,1.9747448713915894,6.0,3.414213562373095,3.0,3.0,1.914213562373095,1.25,1.25,0.5,0.5,0.25,0.25,0.0,0.0,-0.08,6.854752972273345,3.9200000000000004,2.92,1.9199999999999995,26.174053529677217,0.0,0.0,0.0,0.0,0.0,0.0,10.85158279422077,0.0,0.0,0.0,0.0,14.09534396535438,0.0,0.0,0.0,0.0,0.0,10.85158279422077,0.0,0.0,14.09534396535438,0.0,0.0,0.0,10.85158279422077,0.0,0.0,0.0,14.09534396535438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09534396535438,10.85158279422077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4,2,2,0,0,0,0,0,0,2,2,2,1,0,0,0,0,-0.6598000000000002,18.1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540-73-8
10.318722777679893,-0.738152780011853,10.318722777679893,0.23001556971064918,0.2630276894299854,320.4730000000001,288.217,320.23514488399996,130,0,0.3028511140020363,-0.4812302537956734,0.4812302537956734,0.3028511140020363,0.9565217391304348,1.6956521739130435,2.4347826086956523,3.62152383738534,391.6909666111131,17.175515818550565,14.362788934849345,14.362788934849345,11.163902460147014,8.69607974729207,8.69607974729207,5.576362720881593,5.576362720881593,3.299304869582677,3.299304869582677,1.9575829877331958,1.9575829877331958,-1.6099999999999999,89230.34531100804,21.39,16.75526398912776,18.341086796068115,140.66472867706386,10.213054789681411,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,68.37354130021369,38.524929737556064,6.4208216229260096,6.103966387748303,15.007591973753232,5.969305287951849,0.0,0.0,0.0,70.81509819377303,0.0,48.60816085467105,0.0,0.0,0.0,0.0,0.0,0.0,22.286326465381563,4.794537184071822,0.0,64.71113180602472,48.60816085467105,0.0,0.0,0.0,57.53,12.073271675700152,9.901064578912528,0.0,6.4208216229260096,12.841643245852019,19.26246486877803,19.26246486877803,6.076020106833881,36.45612064100329,12.999757306524504,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0.55,23,2,3,0,0,0,0,0,0,2,2,3,14,0,0,0,0,5.187500000000004,97.42960000000005,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59985-28-3
11.21574074074074,-0.43638888888888894,11.21574074074074,0.40916666666666646,0.5355314188299348,158.15599999999998,152.10799999999998,158.036779432,58,0,0.23298159294582407,-0.2855538373583685,0.2855538373583685,0.23298159294582407,0.9166666666666666,1.6666666666666667,2.5,2.6667846897543606,388.5799823181129,8.55204176387779,6.2805981960654815,6.2805981960654815,5.787693700234703,3.6462821621764485,3.6462821621764485,2.6139586973257725,2.6139586973257725,1.8434743430567089,1.8434743430567089,1.2230081822399703,1.2230081822399703,-1.7,770.0015849208404,6.97663873443496,2.4113703940682756,0.8894347362705868,69.51878159145744,0.0,0.0,0.0,11.566489892729878,0.0,0.0,9.589074368143644,0.0,0.0,0.0,30.34148838068032,11.639471598530877,5.563451491696996,0.0,9.589074368143644,17.64250999956376,0.0,0.0,0.0,0.0,0.0,41.468391364074314,0.0,0.0,0.0,0.0,0.0,0.0,11.566489892729878,4.794537184071822,0.0,15.921440167465814,30.34148838068032,0.0,6.076020106833881,0.0,34.14,11.566489892729878,9.589074368143644,0.0,0.0,5.563451491696996,5.563451491696996,6.076020106833881,18.208754243757102,12.13273413692322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.666666666666664,0.0,12,0,2,1,0,1,1,0,1,2,0,2,0,0,0,0,2,1.4652,44.81350000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524-42-5
8.402777777777779,-0.533950617283951,8.402777777777779,0.22569444444444464,0.5470204373327194,128.986,122.938,127.979570172,38,0,0.08100977250193761,-0.39064331282727577,0.39064331282727577,0.08100977250193761,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.7541847860376616,27.974168451037094,4.99156383156272,3.194706373081133,4.706564265118042,2.808060412490447,1.6092179544997358,2.6782629221494334,0.9624302061891075,1.5796436060374752,0.35623100210446323,1.0686930063133895,0.04123930494211612,0.3711537444790451,0.5399999999999999,19.800269059780252,6.539999999999999,3.720505415162455,2.7602643171806167,46.86990146258213,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,11.760006889940678,6.103966387748303,5.106527394840706,23.20187978046503,0.0,0.0,0.0,6.103966387748303,11.760006889940678,0.0,0.0,0.0,0.0,0.0,0.0,23.20187978046503,22.970500672529685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,6.103966387748303,0.0,0.0,11.760006889940678,0.0,0.0,0.0,0.0,0.0,0.0,28.30840717530574,0.0,10.235339506172838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.320216049382717,1.0,6,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0.8249,27.446799999999993,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96-23-1
5.560524691358024,0.6782407407407411,5.560524691358024,0.6782407407407411,0.5285863388321962,147.004,142.97199999999998,145.969005488,42,0,0.0420299105976315,-0.0842889078864603,0.0842889078864603,0.0420299105976315,1.0,1.5,1.75,3.077660437970554,166.38833891467198,5.983127663125442,4.0653300227769575,5.577187914813867,3.787693700234704,2.1993316780551457,2.955260624073601,1.4398901041659335,2.312761665109903,0.786663948914156,1.2568581544896336,0.4599142288922466,0.8963381998211153,-0.20000000000000007,64.0524865010122,5.9282051282051285,2.3818408996251557,1.391420241566014,58.037935573260306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.268246848926644,18.19910120538483,10.045266627482652,0.0,0.0,23.20187978046503,0.0,0.0,0.0,0.0,0.0,34.31073490132909,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,0.0,24.26546827384644,10.045266627482652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.045266627482652,0.0,0.0,18.19910120538483,6.06636706846161,0.0,23.20187978046503,0.0,11.121049382716048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.434506172839507,0.0,8,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,2.993400000000001,36.46200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541-73-1
